StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,meta_Browser,meta_Version,meta_Operating System,meta_Resolution,consent,Q38_First Click,Q38_Last Click,Q38_Page Submit,Q38_Click Count,Q39_First Click,Q39_Last Click,Q39_Page Submit,Q39_Click Count,entrance,pass_1,timing_mc3a_First Click,timing_mc3a_Last Click,timing_mc3a_Page Submit,timing_mc3a_Click Count,confidence,motivation,pass_4,interview_statements_1,interview_statements_2,interview_statements_3,interview_statements_4,"knowledge_before
",new_info,"strategy
",strategy_free,"change_strategy ",change_strategy_free,interview_adj_1,interview_adj_2,interview_adj_3,interview_adj_4,interview_adj_5,interview_adj_6,interviewer_adj_1,interviewer_adj_2,interviewer_adj_3,interviewer_adj_4,interviewer_adj_5,interviewer_adj_6,engagement,age,gender,cond
2023-09-21 14:59:06,2023-09-21 15:43:45,0,100,2678,1,2023-09-21 15:43:46,R_2Bbxs09a6jvyJ6s,anonymous,EN,Chrome,117.0.0.0,Windows NT 10.0,1536x864,1,2.099,47.83,49.135,3,2.351,172.694,181.172,3,1,bowl,3.224,5.552,893.713,4,5,7,sos,2,5,5,3,6,5,2,,2,,2,4,1,5,1,2,4,1,1,3,5,4,7,18,1,MC3A
2023-09-21 14:49:39,2023-09-21 14:53:58,0,8,258,0,2023-09-21 18:49:40,R_3KTUIgqBiBnlsnG,anonymous,EN,Chrome,116.0.0.0,Windows NT 10.0,1366x768,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC3A
2023-09-24 09:33:19,2023-09-24 10:21:44,0,100,2904,1,2023-09-24 10:21:45,R_2cpyehHTLJJi3F7,anonymous,EN,Chrome,116.0.0.0,Windows NT 10.0,1280x720,1,0,0,92.013,0,0,0,240.018,0,1,bowl,734.289,742.045,746.772,6,3,7,sos,3,4,4,3,4,6,2,,2,,3,4,2,3,4,4,4,4,1,5,4,1,7,32,2,MC3A
2023-10-26 13:18:35,2023-10-26 13:54:21,0,100,2146,1,2023-10-26 13:54:22,R_VRy4rFYG6cnbDs5,anonymous,EN,Chrome,112.0.0.0,Windows NT 10.0,1280x720,1,33.827,33.827,40.078,1,12.641,106.686,240.101,4,2,bowl,435.295,734.339,735.233,3,7,7,sos,5,2,2,5,2,6,1,I wanted to ensure I had no link to any big corporation and made sure It was clear that my technology knowledge was limited. I wanted to distance myself from any relation to the business I committed my crime in. I wanted to make sure that I had a reason for looking around a location trying to find my friend in case i had been seen on any cameras whilst carrying out my mission.,2,"I didn't change my strategy ",4,2,4,2,5,3,5,4,1,2,5,1,7,39,2,MC3A
2023-10-31 09:20:07,2023-10-31 10:14:04,0,100,3237,1,2023-10-31 10:14:05,R_3j2woFyyJvtWcVA,anonymous,EN,Chrome,118.0.0.0,Macintosh,1440x900,1,0,0,126.158,0,0,0,194.27,0,1,bowl,7.06,7.06,733.581,1,4,5,sos,4,4,5,2,6,5,1,"give little information so i could not contradict myself. make myself seem as oblivious and naive as possible. ",2,,4,5,4,2,4,5,5,5,2,3,5,2,7,24,2,MC3A
2023-10-31 14:28:32,2023-10-31 15:07:58,0,100,2365,1,2023-10-31 15:07:58,R_3kti8CIRGFyuO2B,anonymous,EN,Chrome,118.0.0.0,Windows NT 10.0,1536x864,1,0,0,3.007,0,0,0,2.665,0,2,bowl,280.001,280.001,738.389,1,5,6,sos,2,3,4,4,5,5,1,Looking straight in her eyes while lying,1,When she was cross questioning me,4,3,3,4,,4,4,3,3,3,4,3,5,37,2,MC3A
2023-10-31 16:16:04,2023-10-31 16:59:34,0,100,2610,1,2023-10-31 16:59:34,R_sUsvPW401qVHxw5,anonymous,EN,Chrome,118.0.0.0,Windows NT 10.0,1920x1080,1,0,0,54.639,0,0,0,240.047,0,2,bowl,1.729,736.803,744.604,8,3,4,sos,2,4,5,2,6,3,2,I just tried to look innocent by claiming that person wasn't at all me,1,"Yes, once the interviewer told me they had CCTV footage I started claiming that it was not me the one in there",2,4,1,5,3,2,3,4,2,3,4,2,7,24,1,MC3A
2023-10-31 14:09:15,2023-10-31 14:46:26,0,54,2230,0,2023-10-31 18:09:17,R_2BbXqTSdaEBuBFb,anonymous,EN,Edge,118.0.2088.76,Windows NT 10.0,1536x864,1,0,0,60.509,0,0,0,144.407,0,2,bowl,44.899,516.087,1605.533,39,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,MC3A
2023-11-06 15:39:57,2023-11-06 16:12:01,0,100,1924,1,2023-11-06 16:12:02,R_2Tn2eJu4sX5JuDV,anonymous,EN,Chrome,119.0.0.0,Windows NT 10.0,1922x975,1,29.802,34.929,38.041,3,0,0,125.369,0,1,bowl,0,0,737.126,0,3,5,sos,2,3,4,2,2,5,1,"Make out I was just visiting a friend and stick to that info. ",2,,3,3,2,3,4,2,2,3,2,2,3,2,5,48,1,MC3A
2023-11-07 16:17:04,2023-11-07 16:57:25,0,100,2420,1,2023-11-07 16:57:25,R_3rZwsEqI8RvwYGl,anonymous,EN,Chrome,119.0.0.0,Windows NT 10.0,1920x1080,1,0,0,32.717,0,0,0,103.721,0,2,bowl,0,0,733.18,0,6,7,SOS,4,5,4,4,5,6,2,No strategy I just winged it,1,"At first, I was going to deny everything but then he asked specific questions and he told me that he saw me on CCTV so I knew I had to change strategy and just basically told him my memory was not good. ",5,2,4,2,4,4,4,4,1,3,4,1,7,60,2,MC3A
2023-11-14 18:07:28,2023-11-14 18:51:18,0,100,2630,1,2023-11-14 18:51:19,R_1N47U9DCJiELkpr,anonymous,EN,Chrome,109.0.0.0,Windows NT 10.0,1366x768,1,7.49,47.526,58.329,3,5.264,102.731,104.308,12,2,bowl,5.682,733.595,751.915,7,3,3,sos,2,4,4,3,1,6,1,"I tried to keep the same story throughout and I looked them in the eye. I was also quite nervous and kept fidgeting with my hands where they could not see, in order to keep myself calm ",2,,2,4,2,4,5,4,3,5,3,1,4,3,7,29,2,MC3A
2023-11-15 13:19:51,2023-11-15 14:04:02,0,100,2650,1,2023-11-15 14:04:03,R_8AOcLQrPUwBI9wJ,anonymous,EN,Chrome,119.0.0.0,Windows NT 10.0,1366x768,1,4.404,26.321,87.037,2,4.665,232.629,240.198,9,2,bowl,6.472,737.336,738.536,6,2,6,sos,1,5,5,1,6,2,1,"I had a story that was convincing I just did not consider the CCTV watching me when I was in the building so I tried to improvise with little luck I believe. ",1,I had to try to come up with a different take and convince the interviewer there was another person that looked like me.,1,4,1,5,1,2,4,5,4,2,5,4,7,31,1,MC3A
2023-11-21 13:33:12,2023-11-21 14:20:45,0,100,2852,1,2023-11-21 14:20:46,R_1fecKvzdN9Yt9XM,anonymous,EN,Chrome,119.0.0.0,Macintosh,1440x900,1,0,0,91.912,0,0,0,240.112,0,2,bowl,421.1,729.514,731.303,9,5,7,sos,1,5,5,2,6,2,1,"I tried to provide a decent alibi at the start without providing any incriminating evidence or anything that could be used to catch me out. However, considering I was walking around an office building with leather gloves there probably wasn't too much I could do",2,I provided shorter answers when it became clear all my movements were logged on CCTV,2,4,1,4,2,1,3,4,3,1,3,2,6,32,1,MC3A
2023-11-23 14:22:01,2023-11-23 15:30:47,0,100,4125,1,2023-11-23 15:30:48,R_2CVuIPd8r4Xb1tG,anonymous,EN,Chrome,119.0.0.0,Windows NT 10.0,1920x1080,1,25.404,25.404,59.064,1,5.01,171.983,230.021,4,2,bowl,733.636,734.916,735.899,2,5,6,sos,2,5,5,4,2,3,1,"At first I tried to force an amount of time pressure by stating that I had a doctor's appointment to attend. This was to try and force them to rush through their questions and to not dwell on any of my answers for too long at a time. I brought this up again later while the interview was looking through their notes to try and create urgency and not allow them additional time to think.

I didn't want to lie completely to the interviewer as if they had concrete evidence that I had taken a particular action or been in a certain area they might have been able to catch me in a lie. I tried to give a little bit of truth in terms of certain areas that I had been, the basement, the balcony, the 5th floor, and tried to create a reasonable excuse for why I had been there. I also tried to remain vague and hazy in my memory about specific details so that if a line of questioning was followed up on I would be able to feign confusion or claim I had made a mistake.

I denied knowledge of technology and politics when asked, I felt this could be risky as it might raise suspicion slightly but alternatively, admitting to this could immediately put the interview into a guilty mindframe.

I promised to make myself available over the next few days and offered details that would take time to check, knowing that I would not be returning and that although my story may not hold up on further inspection, I may be believed to be innocent in the moment and so I would not be held immediately for further interrogation.",1,"When the interviewer seemed to be sceptical I tried to be even more friendly, appear even more ""open and honest"" , and take a bit more time over some answers to make it seem as if I was genuinely having to recollect something that didn't stand out as important in my mind.",4,2,3,4,3,4,4,5,3,4,5,2,6,34,1,MC3A
2023-11-24 09:20:45,2023-11-24 10:30:24,0,100,4178,1,2023-11-24 10:30:25,R_3dDJihJocSmGZCL,anonymous,EN,Chrome,119.0.0.0,Windows NT 10.0,1280x720,1,11.148,11.148,70.408,1,43.273,158.593,192.669,4,2,bowl,31.289,162.42,816.116,2,1,7,sos,3,3,4,4,7,6,1,"I resorted to acting like an agent of the law, who was there to enforce policy and regulation as opposed to someone who was up to commit acts of crime",2,,4,2,5,3,5,5,4,5,1,2,5,2,7,31,2,MC3A
2023-11-29 13:19:27,2023-11-29 14:03:20,0,100,2633,1,2023-11-29 14:03:21,R_2RWIvGk92ddf4L1,anonymous,EN,Edge,119.0.0.0,Windows NT 10.0,1366x768,1,0,0,76.305,0,0,0,191.912,0,1,bowl,0,0,743.36,0,7,6,Sos,4,3,2,3,5,6,1,"I told the interviewer that I was only in the building because my friend had asked me to bring medication for her at work, I went there and as soon as i was about to leave, that is when i was asked not to leave and told that there is a case being investigated.",2,,2,5,4,3,4,2,2,5,1,3,4,2,7,26,2,MC3A
2023-12-01 11:36:46,2023-12-01 12:24:05,0,100,2838,1,2023-12-01 12:24:06,R_3fQ4SqlJinBbiRL,anonymous,EN,Chrome,119.0.0.0,Windows NT 10.0,1366x768,1,0,0,77.493,0,0,0,202.102,0,2,bowl,4.801,4.801,866.726,1,7,7,sos,5,1,1,5,1,7,2,,2,,3,2,5,1,5,5,5,1,1,3,4,1,7,22,1,MC3A
2023-12-04 10:31:35,2023-12-04 11:18:46,0,100,2830,1,2023-12-04 11:18:47,R_1Qsa0UhGGdaDcN6,anonymous,EN,Chrome,119.0.0.0,Windows NT 10.0,1536x864,1,0,0,52.991,0,0,0,74.333,0,1,Bowl,724.555,724.555,734.62,1,5,7,sos,2,2,3,1,4,6,1,"Give detail that was vague, but hard to counter, as the goal was to get out the building. ",2,,2,4,3,2,4,4,4,5,4,4,4,2,5,37,1,MC3A
