StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,meta_Browser,meta_Version,meta_Operating System,meta_Resolution,consent,Q37_First Click,Q37_Last Click,Q37_Page Submit,Q37_Click Count,Q38_First Click,Q38_Last Click,Q38_Page Submit,Q38_Click Count,entrance,pass_1,timing_mc1a_First Click,timing_mc1a_Last Click,timing_mc1a_Page Submit,timing_mc1a_Click Count,confidence,motivation,pass_4,interview_statements_1,interview_statements_2,interview_statements_3,interview_statements_4,knowledge_before,new_info,strategy,strategy_free,change_strategy,change_strategy_free,interview_adj_1,interview_adj_2,interview_adj_3,interview_adj_4,interview_adj_5,interview_adj_6,interviewer_adj_1,interviewer_adj_2,interviewer_adj_3,interviewer_adj_4,interviewer_adj_5,interviewer_adj_6,engagement,age,gender,cond
2023-09-24 11:04:16,2023-09-24 12:02:44,0,100,3507,1,2023-09-24 12:02:45,R_332tLDuDGMjIQMR,anonymous,EN,Edge,117.0.2045.36,Windows NT 10.0,1366x768,1,0,0,150.116,0,1.533,20.558,240.02,2,2,bowl,5.94,1065.949,1067.535,62,3,6,sos,3,2,5,4,7,5,1,Jut deny everything and do not give further information. Only answer the questions presented and give more than required.,2,,4,4,2,4,4,3,4,4,2,3,5,3,6,41,2,MC1A
2023-09-26 10:21:29,2023-09-26 11:07:24,0,100,2754,1,2023-09-26 11:07:28,R_tPMxLYFUfBdI0c9,anonymous,EN,Chrome,116.0.0.0,Windows NT 10.0,1920x1080,1,0,0,129.117,0,0,0,97.119,0,1,bowl,729.496,736.701,737.791,6,2,5,sos,1,5,5,2,4,5,1,"I didn't have a strategy beforehand, so I tried making up false statements during interrogation.
Being a health facility, I imagined there was a commitment service. So I replied on the spot that I went to the fourth floor to see a friend who was staying there for treatment.
Throughout the questioning e continued to lie: Going to the 1st floor's reception to ask where my friend's room was; visiting my friend on the 4th floor; going to the restroom on another floor.",1,"Well, I had to add new information about the different floors where I was seen. For instance, looking for the restroom  on the 5th floor, and entering another floor by mistake, never leaving the elevator.",3,4,2,4,2,3,3,4,2,2,4,3,5,39,1,MC1A
2023-10-23 17:34:51,2023-10-23 18:22:33,0,100,2861,1,2023-10-23 18:22:34,R_qyyA2rxBYrxqVhv,anonymous,EN,Chrome,118.0.0.0,Windows NT 10.0,2560x1440,1,68.127,92.99,150.01,4,13.116,43.335,166.475,5,1,bowl,441.572,733.933,736.236,2,4,5,sos,5,3,4,4,4,6,1,So I was basically focusing on the fact the the person who breached into the hospital was wearing a mask and a hood so there was no chance that that person's face coud've been captured on CCTV footage. I used the crowd it was there to confirm that I was visiting my other colleague because they wouldn't verify it (because of the crowd).,2,,4,3,4,3,4,3,4,3,2,2,5,3,6,24,1,MC1A
2023-10-24 10:32:42,2023-10-24 12:07:17,0,100,5674,1,2023-10-24 12:07:17,R_OD3gXWAnw7OBnTX,anonymous,EN,Edge,118.0.2088.61,Windows NT 10.0,1536x864,1,2.85,73.569,103.668,7,10.325,138.652,140.201,21,1,bowl,4.881,761.46,762.904,10,7,7,sos,4,5,5,4,7,4,1,I kept to the same story. I was sure to add minimal details and answered with confidence. I made sure I seemed confused around the directions of the building but certain about my movements and what I saw.,2,I did not change my strategy but rather adapted the details of my story to match or explain the evidence presented.,1,4,4,5,5,5,5,5,1,3,5,1,7,26,3,MC1A
2023-10-24 14:29:48,2023-10-24 14:55:50,0,54,1562,0,2023-10-24 18:29:50,R_e3XQQmrEdRN14nT,anonymous,EN,Chrome,118.0.0.0,Windows NT 10.0,1366x768,1,0,0,89.902,0,0,0,240.103,0,1,bowl,452.842,705.519,736.846,3,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,MC1A
2023-11-02 13:27:45,2023-11-02 14:19:07,0,100,3082,1,2023-11-02 14:19:08,R_2djceDA7fTwh6GQ,anonymous,EN,Chrome,118.0.0.0,Windows NT 10.0,1920x1080,1,37.619,37.619,38.275,1,0,0,48.687,0,1,bowl,341.998,341.998,737.275,1,6,7,sos,3,5,5,3,7,6,1,Decided that I was going to give a very generic alibi and made the rest up as I went along.,1,"After I started realizing they had everything on CCTV footage, a lot of my initial lies fell apart and I had to come up with reasons and explain things away as being stupid.",2,5,3,5,3,3,4,4,3,3,5,3,7,21,1,MC1A
2023-11-02 17:12:57,2023-11-02 17:56:48,0,100,2630,1,2023-11-02 17:56:49,R_31YQN26Yngu9teV,anonymous,EN,Firefox,119.0,Windows NT 10.0,1536x864,1,1.955,68.99,111.56,14,1.082,65.805,70.5,26,1,bowl,104.805,738.448,739.148,14,7,7,sos,5,3,5,5,5,4,1,"I used race, mental illness and student cards",2,,5,1,5,1,5,5,5,1,1,4,4,4,1,32,2,MC1A
2023-11-03 16:30:07,2023-11-03 17:27:33,0,100,3445,1,2023-11-03 17:27:33,R_9uiMsOxKf8OiyM9,anonymous,EN,Chrome,118.0.0.0,Windows NT 10.0,1536x864,1,0,0,150.141,0,0,0,77.811,0,1,bowl,0,0,745.813,0,4,7,sos,2,4,4,3,3,5,2,,2,,2,5,2,5,4,2,5,4,2,2,5,1,6,28,1,MC1A
2023-11-06 14:18:17,2023-11-06 15:04:36,0,100,2778,1,2023-11-06 15:04:37,R_2czOMDOQycF55SQ,anonymous,EN,Chrome,118.0.0.0,Windows NT 10.0,1536x864,1,45.115,105.068,119.138,3,25.613,47.942,48.402,4,1,bowl,5.851,730.796,736.929,6,6,6,sos,4,2,4,4,2,6,2,,1,I would shift attention to other events that occurred on the same day.,5,2,4,1,5,5,4,2,1,3,5,1,6,26,1,MC1A
2023-11-07 17:09:12,2023-11-07 17:48:30,0,100,2358,1,2023-11-07 17:48:31,R_2Cq3BjUgok59XHU,anonymous,EN,Chrome,118.0.0.0,Windows NT 10.0,1920x1080,1,0,0,150.013,0,0,0,200.06,0,2,bowl,0,0,736.521,0,7,7,sos,5,1,5,5,1,1,1,"I believe that the less details the better, I believe the best strategy is a denied response. There is no evidence and no one seen me so there is no proof.",2,I did not.,5,1,5,1,5,4,2,4,5,1,5,4,7,39,1,MC1A
2023-11-07 16:15:32,2023-11-07 16:16:58,0,5,86,0,2023-11-07 20:16:47,R_1nOPoQjsUU1K96w,anonymous,EN,Chrome,119.0.0.0,Windows NT 10.0,1920x1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC1A
2023-11-08 11:05:00,2023-11-08 11:57:31,0,100,3151,1,2023-11-08 11:57:32,R_ylopwj1NOLlV2V3,anonymous,EN,Chrome,119.0.0.0,Windows NT 10.0,1536x960,1,0,0,78.225,0,26.346,37.842,274.437,3,2,bowl,12.476,739.657,741.025,7,4,3,sos,2,4,4,3,6,6,1,To have a simple storyline and deny everything else,2,no,2,4,3,4,3,3,4,4,2,3,3,3,6,43,1,MC1A
2023-11-13 16:44:45,2023-11-13 17:36:58,0,100,3133,1,2023-11-13 17:36:59,R_1HctvmHBqHsDMOH,anonymous,EN,Edge,119.0.0.0,Windows NT 10.0,1366x768,1,0,0,150.129,0,0,0,240.018,0,2,bowl,0,0,740.629,0,7,7,sos,4,2,4,4,5,5,1,I do some acting,2,I did not change,2,4,3,3,4,3,4,4,2,2,5,1,7,70,2,MC1A
2023-11-13 16:13:15,2023-11-13 16:20:04,0,38,408,0,2023-11-13 20:13:17,R_2cBlWJM0nZdZEeQ,anonymous,EN,Edge,119.0.0.0,Windows NT 10.0,1536x864,1,0,0,67.08,0,85.077,85.077,90.901,1,1,bowl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC1A
2023-11-16 13:27:19,2023-11-16 14:11:28,0,100,2648,1,2023-11-16 14:11:28,R_1Oxihc4ObyTk2sn,anonymous,EN,Chrome,119.0.0.0,Windows NT 10.0,1366x768,1,14.06,90.753,97.65,3,5.326,117.688,173.001,3,2,bowl,6.121,737.304,739.076,6,7,7,sos,1,5,5,1,6,3,1,"I wanted to appear as naïve and perhaps even a little absurd. In that way, the interviewer would think that this person is not competent enough to complete such a well-timed and well thought out crime. ",1,"Initially, I made it seem as if I was just in the cafeteria and reception area. However, when she pointed out CCTV footage I needed to just pretend that I was weirdly lurking around the hospital, to account for why I was on the other floors. ",4,2,4,1,5,5,4,5,1,1,5,1,7,32,1,MC1A
2023-11-17 08:28:41,2023-11-17 09:16:13,0,100,2852,1,2023-11-17 09:16:14,R_1NwWml5hHqq9Le9,anonymous,EN,Opera,104.0.0.0,Windows NT 10.0,1280x720,1,23.391,109.831,111.695,4,3.851,142.922,144.193,5,1,bowl,14.135,810.432,811.948,5,5,5,sos,5,2,2,5,1,4,1,I had to come up with a story of me forgetting my laptop at work so that she can feel i was really supposed to be at the building at the time the so called security breech was discovered.,2,I did not change my strategy at all.,5,1,5,1,5,5,5,1,1,4,5,1,7,37,2,MC1A
2023-11-17 09:19:24,2023-11-17 10:23:38,0,100,3854,1,2023-11-17 10:23:39,R_2YR2HxOLbwvYgDR,anonymous,EN,Edge,119.0.0.0,Windows NT 10.0,1366x768,1,0,0,21.7,0,0,0,140.503,0,1,bowl,0,0,748.381,0,5,6,sos,4,5,3,4,1,4,1,"my strategy was to be confident about my statement , and stick to what i said since i was in a building with many companies i used that as my advantage to stick to what i said ",2,,5,1,4,3,5,5,3,4,2,3,4,4,7,24,1,MC1A
2023-11-21 16:43:09,2023-11-21 17:28:09,0,100,2700,1,2023-11-21 17:28:10,R_2OMBwk6zEcfgH0I,anonymous,EN,Chrome,119.0.0.0,Windows NT 10.0,1536x864,1,0,0,140.08,0,0,0,179.932,0,1,bowl,0,0,736.624,0,5,7,sos,4,5,5,4,6,6,2,"I didn`t, but I tried to use as much true information as possible so I can make a story",2,At some point I was thinking that probably I had to make everything up but it was too late for that,4,1,4,5,4,5,4,5,1,4,5,1,6,38,2,MC1A
2023-11-29 14:17:02,2023-11-29 14:53:35,0,100,2192,1,2023-11-29 14:53:35,R_2y78rVFNsb6eRws,anonymous,EN,Chrome,119.0.0.0,Windows NT 10.0,1280x720,1,0,0,89.078,0,0,0,83.613,0,1,bowl,3.8,940.088,973.725,23,4,6,Sos,4,4,2,2,5,6,1,my strategy was mostly  to deny everything but also give slight details of what i did,2,"i didnt change it, but i decided to give some details to make it realistic and not seem like i was just denying everything",1,4,1,4,2,2,2,3,1,2,2,2,6,24,2,MC1A
