StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,interviewer,interview,interviewer_age,interviewer_gender,training,training_desc,planning_int,conducting_int,new_info_interviewer,training_qual,different_qual
2023-09-17 10:20:25,2023-09-17 10:45:51,IP Address,130.241.249.196,100,1525,True,2023-09-17 10:45:51,R_3Hugw9amPuXxcSC,,,,,57.7065,11.967,anonymous,EN,6,3,,,,,5,5,5,"I planned for a good interview opening followed with a broad question like ""tell me about your visit"", then I'll listen to what the suspect is saying and taking it from there. In my planning i am ready with open questions such as when/what/where/how/who etc. It's hard to plan the exact questions since I'm clueless about what the suspect is going to say after my first question. When the suspect is telling me information then I'm trying to narrowing my questions. And I'm also trying to clarify what the suspect said. ","Yes, more narrow questions. More clarification. "
2023-09-17 10:48:51,2023-09-17 10:53:06,IP Address,130.241.218.153,100,254,True,2023-09-17 10:53:07,R_0jKgj0UeaDKTUk1,,,,,57.8833,11.8167,anonymous,EN,2,3,,,,,6,3,2,I made a plan beforehand about what I wanted to know more about and how to structure the interview. Then I tried to exicute the interview as planed but I did not get very much information out of the suspect.,I would like to have asked more specific questions and been better at getting the suspect to talk and describe his day in more deatils.
2023-09-17 11:00:52,2023-09-17 11:06:28,IP Address,130.241.217.81,100,335,True,2023-09-17 11:06:29,R_6ShN8TdJCoih4fT,,,,,57.7065,11.967,anonymous,EN,1,4,,,,,Extremely well,Extremely well,5,"After our initial training yesterday, I spent a great deal of time thinking/reflecting on what and how I could do things differently. I structured the questions more.","Unfortunatly the interview enden only five minutes into the interview as there were technical issues. Based on above answer I was keen on attempting to less suggestive, which I believe that I managed, despite the short time. "
2023-09-17 11:21:54,2023-09-17 11:26:49,IP Address,130.241.233.158,100,295,True,2023-09-17 11:26:50,R_b42XUrz7yTH0oyl,,,,,57.8833,11.8167,anonymous,EN,8,4,,,,,6,5,3,"I started with an introduction and then asked open questions about his day, his visit to the building and what he did beforehand. I asked how questions about information I did not have, such as how he got from one place to another. ","I don't know if I would have done anything differently. It's still very difficult not to ask leading questions, but I did as best I could. Also, since the suspect denied having been on any of the floors he was seen on, I did not really know what to do. I told him once that we have reason to believe he's been on floor X, so I asked him again where he had been, but he reiterated that he had only been in a cafeteria. Since we had been told to avoid pressuring suspects for answers, I left it there. I was going to thank him for his time after he finished his last answer but the screen froze so I couldn't do that. "
2023-09-17 11:03:18,2023-09-17 11:48:22,IP Address,130.241.249.196,100,2703,True,2023-09-17 11:48:23,R_3ha0NAda7PASv9t,,,,,57.7065,11.967,anonymous,EN,4,5,,,,,4,5,4,I gave the person an opportunity to account for what they did at the Zaika Inc. building using there own words and free recall. I opened and closed as instructed. I tried to gather new information primarily about the four most relevant locations and did not press the person on the fact that they had been seen on CCTV camera.,I think it was a pretty good interview considering that I have very little experience conducting them
2023-09-17 11:37:34,2023-09-17 11:50:44,IP Address,130.241.218.51,100,790,True,2023-09-17 11:50:45,R_DpihfaqNBvUReiR,,,,,57.8833,11.8167,anonymous,EN,5,4,,,,,Extremely well,4,3,"at this point i have sytem to prepare- I sum up what we know, point out important details (floor,colour,numbers etc.). Then I follow a plan flow similar to funnel system. I try to pay attention to which evidence is witness given and which was cctv. 

I believe this interview was my worst so far, because the suspect gave short and brief answers and it was hard to navigate. I feel like I could not get much out from the suspect other than their story's basic line. ","Yes, I should have ask about all the evidence. The suspect said from the begining that she has been there briefly, she said she only been to 3rd floor and denied that she has been to any other place rather than the elevator and her friends office at the 3rd floor. So I tried to use the camera footage knowledge to point out but she denied. So I felt like there was no room for me to ask about the witness stated evidence to check their accuracy. But now I think I should have ask no matter what. "
2023-09-17 11:46:55,2023-09-17 11:53:34,IP Address,130.241.217.170,100,399,True,2023-09-17 11:53:35,R_8IBR6IEcvOedWzD,,,,,57.7065,11.967,anonymous,EN,2,4,,,,,5,6,6,"I made a list of the things that I knew and the things that I didn't before the intrview begun to have a clear picture of all the information I had. Then i made a list of questions and topics I wanted to ask the suspect durig the intrview and to have more structure. During the interview I asked more open questions in the beginning, letting him free recall his day and then I came around and asked more focused questions.",I would like to have been more discret with the details of the case. It was hard to ask about certian things or topics without giving out to much information about the crime. I would like to have been better at bringing up certain questions discretly.
2023-09-17 12:20:42,2023-09-17 12:26:03,IP Address,130.241.218.24,100,320,True,2023-09-17 12:26:04,R_87ITayEx8mPbWRH,,,,,57.8833,11.8167,anonymous,EN,1,5,,,,,6,5,5,I encouraged the suspect to recall in her own words about the visit and also stipulated that she had a chance to tell her side of the story. During her story she disclosed information that was valuable to use for focus or detailed questioning.,"I would have liked more time as this suspect provided a lot of good information to work with, i.e present more focus questions. "
2023-09-17 12:18:25,2023-09-17 12:42:55,IP Address,130.241.234.232,100,1470,True,2023-09-17 12:42:56,R_3QKoEKQ0wvvpsCd,,,,,57.7065,11.967,anonymous,EN,6,4,,,,,6,5,6,"I focused on a good opening and a broad question to start with and then focusing on several open and general questions to more specific questions. I also applied more specific questions just to clarify the answers. When I noticed I lost track I started to steer back with open questions. I had to adjust my plan after he answered my first question. But I always had the when/where/what/who etc in my mind. Then I planned for a good ending with the question if the suspect wanted to add anything. ","Ask more about the suspects position at his company. More narrow questions about the people he met and talked to. Better structure. "
2023-09-17 13:28:59,2023-09-17 13:34:24,IP Address,130.241.250.254,100,325,True,2023-09-17 13:34:25,R_1nTsKs5bKJRx32s,,,,,57.7065,11.967,anonymous,EN,1,6,,,,,5,5,2,I planned using the principles of letting the suspect tell his story at first. Through his story I used the open and focus questions,"The suspect was very short in his tone, claiming to be in a hurry. I told him that this was his chance to tell his story.Maybe I could have been more direct, listened better?"
2023-09-17 13:26:06,2023-09-17 13:41:08,IP Address,130.241.217.170,100,901,True,2023-09-17 13:41:09,R_1DN33lgZ1KR0OSE,,,,,57.7065,11.967,anonymous,EN,2,5,,,,,6,6,6,I used the information from the training to make a list of the things that I knew and the things that I didn't and to make a plan for the interview. I wrote down what I wanted to know more about and which locations were important to ask about. Then I applied it in the interview by asking broad questions at first and then narrowing it down to get more specific information from the suspect.,I would like to have been a bit more structured during the interview.
2023-09-17 13:46:29,2023-09-17 13:55:21,IP Address,130.241.217.170,100,531,True,2023-09-17 13:55:22,R_1ib6iWAF2zA9b1o,,,,,57.7065,11.967,anonymous,EN,5,5,,,,,Extremely well,5,4,"As like the other interviews I believe I am able to plan out a structure that works for me' following the funnel system. eliminating what we know and we dont. I think also during the interview I find myself altering my questions in a way that it would not be suggestive or very closed. I avoid making commentary about the suspects comments. These are the things I learned from the training. Never the less there are moments where I find myself thinking ""well this question will be quite closed and suggestive but i dont see any other way to get the information I need other than this way""","I wish I had more tools how to deal with situations where the suspect clearly denies being in a place where the cctv shows they actually went. Once they deny , I take longer to articulate my next question."
2023-09-17 14:05:35,2023-09-17 14:17:31,IP Address,130.241.217.170,100,716,True,2023-09-17 14:17:32,R_UgLC0fD6kXPfSyl,,,,,57.7065,11.967,anonymous,EN,2,6,,,,,5,5,6,I made a list of the things I wanted to know more about and the places I wanted to bring up during the interview to make a structure. Then during the interview I opend with explaining the purpose of the interview and then asking about what the suspect did during the day. I also narrowed down on more specific topics of the locations relevent to the crime.,I would like to keep the interview going longer so that I could get more information from the suspect. It was difficult to ask broad and non-leading questions while still wanting to know a certain thing.
2023-09-17 14:26:38,2023-09-17 14:32:24,IP Address,130.241.218.205,100,346,True,2023-09-17 14:32:25,R_1NmNByyc0qBxQDY,,,,,57.8833,11.8167,anonymous,EN,4,6,,,,,4,4,6,"Centered around the relevant locations I asked the suspect about what they had seen and done. I opened and closed the interview as instructed. In the later interviews I have presented part of the evidence that does not match the suspects story which have been fruitful as this generally gets them to admit being in the locations they have been seen on camera or by eye-witnesses. ","I am unsure, it did not go perfectly but overall I think it was succesful"
2023-09-17 14:29:29,2023-09-17 14:32:49,IP Address,130.241.216.242,100,199,True,2023-09-17 14:32:50,R_25GCMyCT6j4xpQl,,,,,57.7065,11.967,anonymous,EN,8,5,,,,,6,6,4,"I introduced myself, asked open questions, avoided leading or pressuring the suspect, confirmed what they had said, did not interrupt them, let them speak the majority of the time. ","The interview went very well, because the suspect was very open and told me almost everything they did immediately. They did not reveal committing the crime, but asking more questions would have been pressuring, so I did not do so. They confirmed most of the information I already had and filled in gaps. I also found out what they were doing prior to the crime. "
2023-09-17 14:39:58,2023-09-17 14:59:21,IP Address,130.241.218.51,100,1163,True,2023-09-17 14:59:22,R_1C0ZXL1dyTFFMAG,,,,,57.8833,11.8167,anonymous,EN,5,6,,,,,Extremely well,5,6,"As like the other interviews I started by determining what we know and dont know. For this case I paid extra attention to determine what we know for sure (cctv footage and if the suspect touched the exact bag and shelf that was used for the crime, and that was the case). I tried to follow the funnel system again, there were couple things that did not seem logical so i had to use some closed questions. For example, the suspect described their day and said that they did not realise that a bomb was reported at the company and the building was evacuated and the bomb was defused but he claimed he did not heard or see anything regarding that. He also gave me details about letter gloves and a box cutter and the reason why they had them on him, as well as he mentioned visiting other floors and rooms that was not mentioned in the evidence. So I was suprised but I tried to question those information as the same. ","I was not prepared for the all the other extra information he gave, I dont think I showed it and tried to question those as well as possible. But I feel like maybe I could have done better with digesting that information, because I had to take some time to decide what to do next since I was outside from my inital structure. But it is hard to navigate these when you dont really know if its just more new info or just more lies. "
2023-09-17 15:01:39,2023-09-17 15:29:41,IP Address,130.241.217.170,100,1682,True,2023-09-17 15:29:42,R_27JtKIGfGikwfBy,,,,,57.7065,11.967,anonymous,EN,6,5,,,,,5,4,Nothing at all,"I planned a good opening and open questions, but I had to adapt my questions because I wasn't prepared for so little respond from the suspect. I tried to apply open questions but I felt I asked more closed. And I started to feel stupid for asking how a grocery store looked like when it was a marketing company I had on my papers. I was so focused on my performance that I didn't even notice we had different cases until after the interview.. ","More open questions. I could be more prepared for suspects that don't give much information when asking them open questions. "
2023-09-17 15:39:02,2023-09-17 15:44:29,IP Address,130.241.233.158,100,327,True,2023-09-17 15:44:30,R_ctJr56LdS497hyF,,,,,57.8833,11.8167,anonymous,EN,8,6,,,,,6,6,3,"I introduced myself, asked open questions, avoided pressuring or leading the suspect, and tried to attain information that I did not already have as well as conferm information I had. ","It was difficult to conduct this interview because the suspect was annoyed at being questioned and wanted to know more about the crime. I didn't know exactly how to answer him because the training didn't specify how much we are at liberty to say nor if we should say anything about it at all. It was also somewhat uncomfortable to not know exactly what to say and to be questioned myself, even though I'm the one who is supposed to ask the questions. It all went well of course, but was just more difficult than the other interviews. I also felt like I didn't know exactly how much detail to ask of the suspect; should I ask specifically if he took the master key out of a pocket, touched the trash can, etc.? Well, I established where he was and how he moved from one place to another, as well as what he did beforehand, so I didn't ask such specific, detailed questions. But I still think it was alright. This was fun! "
2023-09-21 11:31:24,2023-09-21 11:40:18,IP Address,80.217.154.88,100,534,True,2023-09-21 11:40:20,R_2saLK5s1jmQaNpX,,,,,59.3287,18.0717,anonymous,EN,10,1,24,Female,No,,6,6,3,I tried to get information without being accusating. When the suspect had inconsistencies with the evidence I tried to get explanations from the suspect. I tried to get information by asking open questions and allowed the suspect to give a recall of their activities. I tried to not ask the same questions twice even when I saw that the suspect was not eager to elaborate.,"Maybe ask more closed questions but it is hard when the suspect insists with their inconsistencies. I would like to find a way to make the suspect elaborate more. "
2023-09-21 12:32:05,2023-09-21 12:38:49,IP Address,80.217.154.88,100,403,True,2023-09-21 12:38:52,R_vxz0jnkes0CAn7P,,,,,59.3287,18.0717,anonymous,EN,10,2,,,,,6,6,2,I tried to stay adaptive to the suspect's behavior. I gave information about the evidence to the suspect when I saw that my questions were not enough for the suspect to elaborate. I tried to not force the suspect on their inconsistencies. I insisted on the fact that this is an interview for information and not an accusation.,I am sure not if I should have maybe revealed more evidence or on the contrary reveal less
2023-09-21 14:04:00,2023-09-21 14:08:28,IP Address,80.217.154.88,100,268,True,2023-09-21 14:08:29,R_2eWqLVBYs5xorOA,,,,,59.3287,18.0717,anonymous,EN,10,3,,,,,Extremely well,Extremely well,A substantial amount,"I tried to help the suspect remember events without influencing them. I used the evidence to point out the suspect's inconsistencies and allow them to rectify or explain their statement. ",Maybe insist more on the inconsistencies as suspect seemed cooperative
2023-09-21 15:42:20,2023-09-21 15:47:20,IP Address,80.217.154.88,100,300,True,2023-09-21 15:47:21,R_1K41rs295eIHf62,,,,,59.3287,18.0717,anonymous,EN,10,4,,,,,6,6,6,"As the suspect gave a lengthy recall of their day I was able to take it piece by piece and get additional information. With the support of evidence I was able to make the suspect give more information, without accusing them.",I could have asked more questions about the suspect's activities in between the significant events.
2023-09-24 10:01:02,2023-09-24 10:12:52,IP Address,188.151.56.64,100,709,True,2023-09-24 10:12:53,R_RJpW7bM0hflcOGZ,,,,,57.7065,11.967,anonymous,EN,3,1,20,Male,No,,5,6,5,"I focused on what I did know and tried to confirm when she was onset and point out discrepancies when the information didn't ad up. ","Better prepared whit what exactly I would say.   "
2023-09-24 10:24:04,2023-09-24 10:27:27,IP Address,98.128.167.101,100,202,True,2023-09-24 10:27:28,R_1QmR8EXD3ZuoVA0,,,,,57.7065,11.967,anonymous,EN,9,1,41,Female,No,,6,5,4,"I noted down the information which was known, a bit more concisely to make it easier to digest, and also ask follow up questions. ","I would want to conduct the interview with less hesitation and perhaps more direct questions. "
2023-09-24 11:43:05,2023-09-24 11:46:51,IP Address,98.128.167.101,100,226,True,2023-09-24 11:46:52,R_5AQewoo0i8cBVzb,,,,,57.7065,11.967,anonymous,EN,9,2,,,,,5,4,5,"I prepared for the interview by reading through the case study and picking out important information like evidence and what was reported. ","The suspect tried to make the interview as difficult as possible, which I wasn't quite prepared for. So I would like to take this experience with me for future interviews, and not rely on my notes too much.  "
2023-09-24 11:57:55,2023-09-24 12:07:04,IP Address,188.151.56.64,100,548,True,2023-09-24 12:07:05,R_1rBzdP5DO1zfsz4,,,,,57.7065,11.967,anonymous,EN,3,2,,,,,6,Extremely well,A substantial amount,"I focused on what I knew and tried to se if she had the same story. I wrote everything I knew and structured my questions after my facts. ","My introduction could be smoother and not to ask why questions. "
2023-09-24 13:58:03,2023-09-24 14:01:35,IP Address,98.128.167.101,100,212,True,2023-09-24 14:01:36,R_pFQMLgER4rWZbDb,,,,,57.7065,11.967,anonymous,EN,9,3,,,,,6,6,5,"I prepared by analysing the case study and noted down the information already known so to follow the chain of events that had transpired on the day. I let the suspect talk freely about their whereabouts, and posed direct questions when we were getting nowhere. I also prompted the suspect to talk when presenting evidence we already had to see if this could jog their memory. ","Not sure actually, think I followed my plan pretty well. "
2023-09-24 14:05:46,2023-09-24 14:11:11,IP Address,188.151.56.64,100,324,True,2023-09-24 14:11:12,R_1rl95cS1YLnW1GC,,,,,57.7065,11.967,anonymous,EN,3,3,,,,,5,6,4,"I based the questions on some things that I knew so she would be more inclined to tell the truth. I also added some small questions that I wanted to know but didn't have an answer for. ",Not stammer so much and be more precise.
2023-09-24 15:12:44,2023-09-24 15:16:04,IP Address,98.128.167.101,100,199,True,2023-09-24 15:16:05,R_3HI9hChBUo5STGQ,,,,,57.7065,11.967,anonymous,EN,9,4,,,,,6,6,6,"I let the suspect speak freely, and tell me about their activities and whereabouts before presenting any evidence. By doing so I did receive more information which was not provided in the brief, for example other people being there which could ptentially be new leads. ","Not that I can think of. I thinnk this interview went quite well, and had a natural ending when all information was exhausted. "
2023-09-24 15:09:13,2023-09-24 15:21:34,IP Address,188.151.56.64,100,741,True,2023-09-24 15:21:35,R_1mx6R0A3ceQ1DXY,,,,,57.7065,11.967,anonymous,EN,3,4,,,,,5,Extremely well,5,"I asked questions that I knew the answer to so I can get there story but still point out inconsistencies and get more information. ",My preparations where a bit rushed so a little more thinking to prepare would have ben good for me.
2023-09-26 09:58:16,2023-09-26 10:06:13,IP Address,87.227.31.41,100,477,True,2023-09-26 10:06:14,R_2Vft3aF21bk0hww,,,,,57.7065,11.967,anonymous,EN,7,1,19,Female,Yes,"I got interview trainging while preapering for this, it was quite insightfull and really helped with today. ",5,3,3,"I applied as much as I could into preppering for the interview but I didn't really turn out like I hade hoped. ","I think I should have been more sure about the questions that I was asking and maybe asked more questions, I didn't get as much information that I would have liked. "
2023-09-26 10:58:47,2023-09-26 11:05:27,IP Address,87.227.31.41,100,399,True,2023-09-26 11:05:31,R_2rORrAh2sfAbJ3o,,,,,57.7065,11.967,anonymous,EN,7,2,,,,,5,4,4,"
I tried to implement as much as I learned from the training, but it didn't go quite as well as I wanted it to. I had prepared certain questions which I wasn't able to ask and that might have  affected my performance.","
I think I followed the structure that I wanted but I wasn't able to ask all the questions that I believe were needed to get more information. But I believe that the training helped a lot."
2023-09-26 12:39:21,2023-09-26 12:44:19,IP Address,87.227.31.41,100,297,True,2023-09-26 12:44:19,R_3hrpAutxKR5FC7T,,,,,57.7065,11.967,anonymous,EN,7,3,,,,,4,4,2,"As before I think I followed the structure that I wanted but I wasn't able to ask all the questions that I believe were needed to get more information, I feelt like the questions that I could apply were very limited so that's another factor.","I think maybe remind the suspect of their role in this, which would have  lead me to  getting more information. It seemed like the suspect wasn't aware about the fact that they were a Staff member, which made it hard to apply certain questions to the interrogation"
2023-09-26 13:38:50,2023-09-26 13:43:37,IP Address,87.227.31.41,100,286,True,2023-09-26 13:43:38,R_2QVrizbyWKZdc64,,,,,57.7065,11.967,anonymous,EN,7,4,,,,,5,4,5,"I learned both from my past training and from the interview that I had today, and I decided to inform the suspect of the fact that they were a staff member at the company which allwoed me to gather more information and question the suspect.",Something that I would have done diffrently would probably be that I would have asked more leading questions and that might have resulted in me gathering more information from the suspect.
