StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,meta_Browser,meta_Version,meta_Operating System,meta_Resolution,consent,Q39_First Click,Q39_Last Click,Q39_Page Submit,Q39_Click Count,Q40_First Click,Q40_Last Click,Q40_Page Submit,Q40_Click Count,entrance,pass_1,timing_mc1a_First Click,timing_mc1a_Last Click,timing_mc1a_Page Submit,timing_mc1a_Click Count,confidence,motivation,pass_4,interview_statements_1,interview_statements_2,interview_statements_3,interview_statements_4,knowledge_before,new_info,strategy,strategy_free,change_strategy,change_strategy_free,interview_adj_1,interview_adj_2,interview_adj_3,interview_adj_4,interview_adj_5,interview_adj_6,interviewer_adj_1,interviewer_adj_2,interviewer_adj_3,interviewer_adj_4,interviewer_adj_5,interviewer_adj_6,engagement,age,gender,cond
2023-09-24 11:01:29,2023-09-24 11:43:26,0,100,2516,1,2023-09-24 11:43:27,R_3qmzhVxLg27uxIm,anonymous,EN,Chrome,116.0.0.0,Windows NT 10.0,1280x720,1,0,0,79.956,0,0,0,240.014,0,2,bowl,0,0,1700.953,0,7,7,sos,3,4,5,3,7,6,2,,2,,4,5,4,3,4,4,4,3,1,4,4,1,7,31,1,MC1A
2023-09-24 09:16:39,2023-09-24 09:18:11,0,8,91,0,2023-09-24 13:16:40,R_3n1MogqVFTWtM6B,anonymous,EN,Chrome,117.0.0.0,Windows NT 10.0,1920x1200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC1A
2023-09-26 13:03:50,2023-09-26 13:40:58,0,100,2227,1,2023-09-26 13:40:59,R_bJFBEJoK9aRhNkt,anonymous,EN,Chrome,116.0.0.0,Windows NT 10.0,1366x768,1,66.835,66.835,89.489,1,21.896,164.177,165.257,5,2,bowl,3.9,644.64,646.17,5,1,4,sos,1,4,5,1,4,5,2,,2,,2,4,1,5,3,2,3,4,2,4,5,2,6,22,2,MC1A
2023-10-23 16:15:33,2023-10-23 17:10:14,0,100,3280,1,2023-10-23 17:10:15,R_6DWVIn6OYmFqYeJ,anonymous,EN,Chrome,118.0.0.0,Windows NT 10.0,1366x768,1,3.491,3.491,68.274,1,121.453,199.021,199.833,4,2,bowl,642.861,644.9,646.246,4,5,5,sos,2,4,4,2,3,5,2,,2,,4,3,4,4,4,4,4,3,2,1,5,3,1,26,1,MC1A
2023-10-24 14:48:02,2023-10-24 15:26:36,0,100,2313,1,2023-10-24 15:26:37,R_3KGvk1PZGvu6QP3,anonymous,EN,Chrome,118.0.0.0,Windows NT 10.0,1536x864,1,1.872,64.299,64.893,3,38.956,234.281,241.864,12,1,bowl,635.28,645.851,646.275,2,5,6,sos,4,5,2,4,3,5,2,,2,,5,1,5,1,4,5,5,1,1,3,5,1,6,19,1,MC1A
2023-10-25 15:18:08,2023-10-25 16:08:32,0,100,3023,1,2023-10-25 16:08:32,R_3QDKboNyjgSAVC6,anonymous,EN,Chrome,118.0.0.0,Windows NT 10.0,1920x1080,1,10.002,25.45,84.685,3,5.156,13.626,159.222,3,2,bowl,4.809,78.681,646.239,2,6,6,SOS,5,2,2,5,3,4,1,The strategy was to provide alibies and my factual movements in the building,2,,4,1,4,1,4,4,4,1,1,3,4,1,7,28,1,MC1A
2023-10-31 13:10:11,2023-10-31 13:47:44,0,100,2252,1,2023-10-31 13:47:44,R_2pLDQkxajiFJCrz,anonymous,EN,Firefox,119.0,Windows NT 10.0,1707x1067,1,0,0,71.847,0,0,0,188.389,0,1,bowl,645.293,645.293,647.139,1,3,6,sos,2,4,5,2,6,3,2,,1,"She had more information than I expected, so I was struggling quite a bit to convince her in any way. But since I didn't really have a strategy to start with, I had to just improvise.",4,3,2,5,4,4,5,2,1,4,5,1,7,29,1,MC1A
2023-11-08 13:05:57,2023-11-08 13:55:21,0,100,2963,1,2023-11-08 13:55:22,R_1XPbS30EMAGfeQ9,anonymous,EN,Safari,17.0,Macintosh,1440x900,1,0,0,59.39,0,0,0,240.109,0,1,bowl,0,0,659.603,0,5,6,sos,1,1,5,1,6,2,1,"I basically lied. I didn't try to explain anything. I just acted stupid and like I didn't know what I was doing there. ",2,"I forgot some of the background info on myself so I just kept lying. ",2,5,1,5,2,2,3,5,5,1,5,4,6,64,2,MC1A
2023-11-09 13:27:54,2023-11-09 14:22:09,0,100,3254,1,2023-11-09 14:22:10,R_1mWrqueO8femW0F,anonymous,EN,Edge,119.0.0.0,Windows NT 10.0,1366x768,1,0,0,150.02,0,0,0,240.028,0,1,bowl,0,0,657.572,0,5,5,SOS,5,2,2,2,2,3,2,,2,,4,2,4,3,4,4,4,3,1,3,4,2,7,23,1,MC1A
2023-11-10 10:14:05,2023-11-10 11:02:04,0,100,2879,1,2023-11-10 11:02:05,R_3pmRiBrBcM3Usjc,anonymous,EN,Chrome,118.0.0.0,Windows NT 10.0,1600x900,1,0,0,3.063,0,0,0,37.749,0,1,bowl,0,0,654.981,0,6,6,SOS,5,1,3,5,5,6,2,,2,,4,4,4,4,4,4,4,4,4,4,4,4,5,61,2,MC1A
2023-11-10 16:17:26,2023-11-10 17:09:08,0,100,3102,1,2023-11-10 17:09:09,R_1NzCCRJuW7A8Lwr,anonymous,EN,Firefox,119.0,Windows NT 10.0,1366x768,1,2.707,117.949,119.068,7,3.293,156.566,240.025,8,1,bowl,2.247,643.241,646.245,3,2,6,sos,4,3,5,4,3,3,1,"admitting i was going to meet Timothy, and that i've been to some floors in the building, but never reveal too much details, just general informations",2,,5,2,4,3,4,4,5,4,2,4,3,1,6,50,1,MC1A
2023-11-14 16:36:16,2023-11-14 16:36:16,0,100,0,1,2023-11-14 16:36:17,R_3sbooa3f51560dn,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC1A
2023-11-14 16:35:39,2023-11-14 16:43:41,0,38,481,0,2023-11-14 20:36:03,R_bOysPSe2IQo3lhD,anonymous,EN,Safari,16.5,Macintosh,810x1080,1,2.214,36.718,38.919,2,0.907,178.993,229.368,6,2,bowl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC1A
2023-11-17 08:19:07,2023-11-17 08:56:53,0,100,2266,1,2023-11-17 08:56:54,R_cUWJd3tZHkbRIgF,anonymous,EN,Chrome,118.0.0.0,Windows NT 10.0,1366x768,1,10.311,55.414,56.3,3,5.438,89.307,90.922,4,2,bowl,5.927,656.954,658.917,4,5,7,SOS,4,4,3,4,2,6,2,,2,,4,2,4,2,5,4,3,4,2,2,5,3,7,23,1,MC1A
2023-11-17 09:34:54,2023-11-17 10:09:24,0,100,2069,1,2023-11-17 10:09:25,R_zSY7gtuIbMR8ABH,anonymous,EN,Chrome,119.0.0.0,Windows NT 10.0,1536x864,1,0,0,103.501,0,0,0,240.013,0,1,bowl,0,0,645.321,0,7,7,sos,4,4,2,4,1,5,1,Act normal and try come across as worried and concerned on the situation,2,,3,1,4,1,4,5,5,1,1,3,4,1,7,32,2,MC1A
2023-11-20 16:12:56,2023-11-20 16:12:56,0,100,0,1,2023-11-20 16:12:57,R_bvfh61TgwcBjc4x,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC1A
2023-11-20 16:20:57,2023-11-20 17:11:41,0,100,3043,1,2023-11-20 17:11:42,R_6JZsTLMWH3XCUYV,anonymous,EN,Chrome,118.0.0.0,Windows NT 10.0,1366x768,1,0,0,127.096,0,0,0,240.111,0,2,Bowl,6.153,597.418,650.84,8,6,7,sos,4,2,2,5,7,1,1,"It was to give a solid alibi and stick to a very simplistic story. The setting of the scene was in an office block, where nothing particularly interesting happens. I had to assume the role of a normal, average office worker who is just there for his paycheck. I also had to make sure that I was not truly alone, so I had to make sure I had ""friends"" who could cover for me in case anything went wrong. It was easy to use my ""friends"" as a scapegoat for an alibi, as we are all socially awkward to a certain extent and we fit well within normal office employee expectations.",2,,4,2,5,1,5,5,4,4,1,2,5,1,7,22,1,MC1A
2023-11-21 14:34:44,2023-11-21 15:14:31,0,100,2386,1,2023-11-21 15:14:32,R_0SAMoJ9HKj4SuEF,anonymous,EN,Chrome,119.0.0.0,Windows NT 10.0,1536x864,1,0,0,59.611,0,0,0,178.543,0,2,bowl,0,0,648.806,0,3,6,sos,3,4,5,3,7,3,1,I decided I was a courier delivering a package and got lost in trying to find the  the mail room,1,I was spotted on CCTV....I had to admit to entering a couple of rooms,2,5,1,4,3,3,3,5,2,3,4,2,7,62,1,MC1A
2023-11-23 15:46:07,2023-11-23 16:23:29,0,100,2242,1,2023-11-23 16:23:30,R_1CBis3jcFqKX0Wa,anonymous,EN,Chrome,118.0.0.0,Windows NT 10.0,1536x864,1,0,0,51.473,0,0,0,127.241,0,1,bowl,206.34,206.34,654.641,1,6,7,sos,2,3,4,3,6,1,1,"My strategy was to not give the interviewer any additional information! ",2,"My strategy didn't change, once I knew that I was a suspect and that the interviewer had CCTV video and eyewitness accounts of my being in the building, I shut down. I just became focused on not giving him anything that he would be able to use against me down the road...",2,5,2,3,1,2,3,3,2,2,5,2,7,44,1,MC1A
2023-12-06 11:41:16,2023-12-06 12:33:51,0,100,3154,1,2023-12-06 12:33:51,R_1LGbPVmsh5V5jXh,anonymous,EN,Chrome,119.0.0.0,Windows NT 10.0,1920x1080,1,4.801,10.744,35.887,3,3.725,9.853,60.918,2,1,bowl,615.135,643.337,648.895,2,5,7,sos,1,5,5,2,6,5,1,"Once it was clear my movements had been captured on CCTV, it was a case of broadly confirming my movements while leaving out key details and speaking very generally. Tried to give the impression I couldn't remember specifics but tried to let the interviewer lead.",1,First went for complete deniability and then had to pivot to confirm I was in and around the building as they had me on CCTV.,1,4,1,4,2,2,4,4,1,3,4,1,6,39,1,MC1A
2023-12-06 14:22:22,2023-12-06 14:54:25,0,100,1923,1,2023-12-06 14:54:26,R_bI5HZSP3hQ6NroJ,anonymous,EN,Chrome,119.0.0.0,Macintosh,1379x770,1,0,0,41.102,0,0,0,58.692,0,1,bowl,412.601,417.701,662.821,2,7,7,sos,5,1,3,5,4,1,1,Misdirection and assertiveness when he attempted to trip me up by changing seemingly innocuous details about the story I provided him. Once he knew I knew what he was doing he had no choice but to abandon that tactic.,2,I didnt change strategies because when you change strategies that is when they get the opening they need.,5,1,3,1,1,3,3,4,1,1,4,2,7,35,1,MC1A
